"","ResponseId","involve","org","org_type","tasks","location","concernShort","concernLong","top_sector","collabActivities","barriers","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_other","forumProgress_art","forumProgress_baycan","forumProgress_crc","forumProgress_da","forumProgress_sfep","forumProgress_ccccl","forumProgress_ccse","forumProgress_sccc","forumProgress_rpp","forumProgress_sr","forumProgress_sjrcc","forumProgress_sbrr","forumProgress_yccac","forumProgress_ycrrc","forumProgress_ryc","forumProgress_other","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"31","R_1TWWn57Xq5Nl1ck","A major aspect of my work for 1-5 years","ksn engineering, inc.","Education/Consulting/Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","R_1UdeKze5zX3UX5v","A major aspect of my work for 1-5 years","bay conservation and development commission","State government",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","R_1WDwKILJF0AWz4c","A part of my work, with occasional involvement","buena vista rancheria of me-wuk indians","Tribal Entity","Executive management 
(i.e. top management); Policy advising/analysis; Planning and design; Government relations; Project or program management",NA,"Not at all concerned","Not at all concerned","Ecosystem health; Agricultural industry","Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","R_1cuZ75Gl2X64otn","A part of my work, with occasional involvement","san joaquin council of governments","Regional government","Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication","Region 3; Region 4","Somewhat concerned","Moderately concerned","Transportation infrastructure; Agricultural industry; Flood management","; Nothing","Limited authority; Limited capacity for community engagement; Insufficient technical expertise","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","R_1dt6uWbU7zQCkco","A part of my work, with routine involvement","m three ranches","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","R_1dzaTtZxO11tI2B","A major aspect of my work for 1-5 years","river partners","No-profit organization/Non-governmental organization/Community-based organization","Project or program management",NA,"Somewhat concerned","Somewhat concerned","Flood management; Biodiversity; Water supply reliability","Implementing projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Sharing personnel with other organizations; Organizing public meetings jointly with other organizations","Permitting obstacles; Competing visions for adaptation pathways; Unequal capacity of partners to participate in collaborative planning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","R_1fUjVEZAcmkKlVy","A major aspect of my work for 1-5 years","california department of water resources","State government",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","R_1feWa3qJbqEHVuB","A part of my work, with routine involvement","delta stewardship council","State government","Policy advising/analysis; Technical advising/analysis; Scientific research; Project or program management; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Moderately concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Water supply reliability","Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Limited authority; Limited capacity for community engagement; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","R_1fnWjuIjuyOqgdr","A part of my work, with occasional involvement","contra costa county","Local government (cities, counties)","Policy advising/analysis; Planning and design","Contra Costa","Moderately concerned","Very concerned","Ecosystem health; Agricultural industry; Flood management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","R_1gH0uoXFudkTyNQ","A part of my work, with routine involvement","san joaquin council of governments","Regional government","Planning and design; Project or program management; Outreach or communication","Region 4","Somewhat concerned","Unsure","Transportation infrastructure; Energy infrastructure; Availability of housing","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Streamlining permitting applications jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Adaptation is not my organization’s main focus; Lack of effective collaboration among interested parties; Insufficient technical expertise","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","R_1gRWr0KnY7MTVIq","A part of my work, with occasional involvement","dixon resource conservation district","Environmental Special District (e.g. Park district, open space district)","Executive management 
(i.e. top management); Policy advising/analysis; Government relations; Project or program management; Outreach or communication; Service provision","Cache Slough and Yolo Bypass","Moderately concerned","Somewhat concerned","Agricultural industry; Flood management; Water supply reliability","Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations; Other","Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No",NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,"California Department Of Water Resources; State Water Resources Control Board","Solano County; City Of Dixon; Solano Irrigation District; Reclamation District #2068; Maine Prairie Water District; Solano County Water Agency","University Of California Agriculture And Natural Resources: Cooperative Extension","Federal Flood Control Agencies"
"42","R_1gbxkOmNdk24VWV","A part of my work, with occasional involvement","ironhouse sanitary district","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management)","Oakley, Bethel Island and Jersey Island","Very concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","R_1h5X8I9rozopgLn","A part of my work, with occasional involvement","regional water authority","Multi-jurisdictional regulatory/planning entity","Government relations","Region 1","Very concerned","Very concerned","Ecosystem health; Biodiversity; Water supply reliability","; Nothing","Competing visions for adaptation pathways","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; National Marine Fisheries Service","California Department Of Water Resources; State Water Resources Control Board",NA,NA,NA
"44","R_1jiIrX5u2j0ephH","A part of my work, with occasional involvement","yolo county farm bureau","Agriculture","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Government relations; Advocacy; Outreach or communication","Yolo","Moderately concerned","Moderately concerned","Agricultural industry; Flood management; Water supply reliability","Sharing information with other organizations","Lack of agreement about the future extent of climate impacts; Other","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,"Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,"State Water Resources Control Board",NA,"California Farm Bureau",NA
"45","R_1jjjlZ5zTcZKYUM","A part of my work, with occasional involvement","unknown_293",NA,"Technical advising/analysis","West Sacramento, Yolo County","Moderately concerned",NA,"Ecosystem health; Public health; Agricultural industry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","R_1jsHngnZqvDFJU5","A major aspect of my work for more than 5 years","metropolitan water district of southern california","Water Infrastructure Special District (e.g. irrigation district)","Technical advising/analysis; Planning and design; Scientific research; Project or program management; Outreach or communication","Region 2; Region 3; Region 4","Moderately concerned","Moderately concerned","Ecosystem health; Agricultural industry; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Department Of Agriculture","California Department Of Water Resources; Delta Stewardship Council","Delta Conservancy; Reclamation District #2026; Reclamation District #341; Reclamation District #756","Buena Vista Rancheria Of Me-Wuk Indians; The Nature Conservancy; Restore The Delta; Earth Partners; Cbec Eco Engineering; University Of California Davis: Department Of Land, Air, And Water Resources",NA
