"","ResponseId","involve","org","org_type","title","informShort","informLong","concernShort","concernLong","agree","science","impact","top_sector","policy","collabActivities","barriers","forum_1","forum_2","forum_3","forum_4","forum_5","forumImpact_1","forumImpact_2","forumImpact_3","forumImpact_4","forumImpact_5","forumGoals_1","forumGoals_2","forumGoals_3","forumGoals_4","forumGoals_5","forumProgress_1","forumProgress_2","forumProgress_3","forumProgress_4","forumProgress_5","forumFairness_1","forumFairness_2","forumFairness_3","forumFairness_4","forumFairness_5","forumProcess_1","forumProcess_2","forumProcess_3","forumProcess_4","forumProcess_5","forumBarriers_1","forumBarriers_2","forumBarriers_3","forumBarriers_4","forumBarriers_5","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"64","R_11XwutTZGFkBoCv","A part of my work, with routine involvement","hrpdc","regional government","Senior Water Resources Planner","Very Well Informed","Very Well Informed","Concerned","Very Concerned","Not Very High","Communication of scientific results or estimates in plain, accessible language,Update existing reports on Sea Level Rise for the whole Hampton Roads Area,Availability of a source of translation of scientific knowledge into cost estimates","They are starting to be felt right now","Transportation infrastructure ,Waste and storm water infrastructure ,Disadvantaged communities ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Pass a tax measure at the local/regional/state level to address sea-level rise","Sharing information with other organizations ,Training personnel from other organizations ,Carrying out research projects jointly with other organizations ,Organizing public meetings jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ",NA,"HRPDC Coastal Resilience Workgroup","CBP Climate Resilience Workgroup",NA,NA,NA,"9","6",NA,NA,NA,"Somewhat Agree","Strongly Disagree",NA,NA,NA,"Strongly Agree","Strongly Disagree",NA,NA,NA,"9","6",NA,NA,NA,"For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.","Although most groups can benefit from most decisions, there is conflict over who will benefit the most.",NA,NA,NA,"The initiative lacks authority to produce binding decisions","The time demands were too high,The initiative lacks authority to produce binding decisions,There is too much scientific uncertainty",NA,NA,NA,"EPA/CBPO","DEQ, DCR","HRPDC",NA,NA
"65","R_9WGmlpatWf0tIzv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","R_3DuN7Ijo4jaQoPU","A major aspect of my work for 1-5 years","city of hampton","local government","Resiliency Specialist","Very Well Informed","Very Well Informed","Very Concerned","Very Concerned","Not Very High","Communication of scientific results or estimates in plain, accessible language,Update existing reports on Sea Level Rise for the whole Hampton Roads Area,Stakeholder agreement on the interpretation of scientific information","They have been felt for a while already","Waste and storm water infrastructure ,Coastlines ,Disadvantaged communities ","Pass a tax measure at the local/regional/state level to address sea-level rise,Focus attention on the impact of sea-level rise on historically underserved communities in the area ,Promote projects aimed at accommodating sea-level rise with “green” infrastructure ","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Lack of public support for policies addressing Sea Level Rise ","Hampton Dutch Dialogues","Living Shoreline Collaborative","HRPDC Work Groups","ODU ICAR Information Sharing Network","HR Adaptation Foru,","8","7","8","9","7","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","5","5","5","5","5",NA,NA,NA,NA,NA,NA,"The initiative lacks authority to produce binding decisions","There were no identifiable barriers","There were no identifiable barriers","There were no identifiable barriers",NA,NA,NA,NA,NA
"67","R_3n3oWuz3Ehlxhc8","A major aspect of my work for more than 5 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","R_2wSSoWCP44kKDlN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","R_2q1NkpiJFkkSzGP","A part of my work, with occasional involvement","wetlands watch","environmental group","None","Very Well Informed","Very Well Informed","Concerned","Very Concerned","Fairly High","Communication of scientific results or estimates in plain, accessible language,Increased public availability of scientific knowledge,Update existing reports on Sea Level Rise for the whole Hampton Roads Area","They have been felt for a while already","Waste and storm water infrastructure ,Ecosystems health ,Property values  ","Create a regional sea-level rise adaptation plan for the Hampton Roads area ,Develop faster/more efficient permitting processes that incorporate considerations of sea-level rise ,Establish a new regional authority to address sea-level rise in the area ","Training personnel from other organizations ,Preparing grant/funding proposals jointly with other organizations ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Lack of political leadership of elected officials ,Climate science deniers ","HR Adaptation Forum",NA,NA,NA,NA,"8",NA,NA,NA,NA,"Somewhat Agree",NA,NA,NA,NA,"Somewhat Agree",NA,NA,NA,NA,"5",NA,NA,NA,NA,"For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,NA,NA,NA,"Participants did not share common views,The initiative lacks authority to produce binding decisions,Lack of resources",NA,NA,NA,NA,"US Navy
US Army Corps of Engineers
","VIMS","All of the local jurisdictions","Elizabeth River
Chesapeake Bay","No"
"70","R_3lKr0WXXzaAZQXg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","R_1jddZaxRixYTsKT","A part of my work, with routine involvement","lynnhaven river now","environmental group","Assistant Director, Blogger","Very Well Informed","Very Well Informed","Concerned","Very Concerned","High","Communication of scientific results or estimates in plain, accessible language,Direct relationships with scientists working on Sea Level Rise,Availability of a source of translation of scientific knowledge into cost estimates","They have been felt for a while already","Ecosystems health ,Coastlines ,Disadvantaged communities ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Develop faster/more efficient permitting processes that incorporate considerations of sea-level rise ,Promote projects aimed at accommodating sea-level rise with “green” infrastructure ","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Preparing grant/funding proposals jointly with other organizations ,Organizing public meetings jointly with other organizations ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Lack of political leadership of elected officials ,Lack of an overarching plan ,Permitting obstacles ,Lack of public support for policies addressing Sea Level Rise ","uncertain",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't Know",NA,NA,NA,NA,"I Don't Know",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"City of Virginia Beach","Wetlands Watch, Virginia Conservation Network, Old Dominion University, and many others",NA
"72","R_QaK4HwXXqmhLdPr","A part of my work, with routine involvement","lynnhaven river now",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waste and storm water infrastructure ,Disadvantaged communities ,Public health ","Build a seawall, living shorelines, flood barriers, wetland restoration, and other armored solutions","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Carrying out advocacy activities jointly with other organizations ,Other: installation and training of living shorelines","Scarce budgetary/staff resources ","provide education on sea level rise issued to the public","encourage living shorelines","install living shorelines",NA,NA,"3","6","6",NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,"5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","R_12xt7t9mpFuyYrV","A major aspect of my work for more than 5 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","R_REKdR9t9fJyBs1X","A major aspect of my work for less than a year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","R_12yxfzOut31badM","No involvement","virginia institute of marine science","state government","Marine Scientist","Very Well Informed","Well-Informed","Somewhat Concerned","Very Concerned","Low","Increased public availability of scientific knowledge,Availability of a source of translation of scientific knowledge into cost estimates,Stakeholder agreement on the interpretation of scientific information","They have been felt for a while already","Transportation infrastructure ,Disadvantaged communities ,Availability of housing  ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Focus attention on the impact of sea-level rise on historically underserved communities in the area ,Other: PLANNED RETREAT! I'm surprised this isn't listed as an option since it is an inevitability for at least some parts of the Hampton Roads region at some time in the future. ","Other: I can't speak definitively on this ","Other: I can't speak definitively on this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","R_sKUS5Xpilxmo6f7","A major aspect of my work for 1-5 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","R_294VUuInP5HqQCY","A part of my work, with routine involvement","city of hampton","local government","Neighborhood Development Specialist","Well-Informed","Well-Informed","Concerned","Very Concerned","Fairly High",NA,"They have been felt for a while already",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","R_3ypQ3MQYuc6YEyB","A part of my work, with occasional involvement","commonwealth preservation group","education/consulting/research","Principal","Very Well Informed","Very Well Informed","Concerned","Very Concerned","Fairly High","Communication of scientific results or estimates in plain, accessible language,Creation of a single platform of available scientific information,Availability of a source of translation of scientific knowledge into cost estimates","They have been felt for a while already","Water supply infrastructure ,Ecosystems health ,Property values  ","Pass a tax measure at the local/regional/state level to address sea-level rise,Focus attention on the impact of sea-level rise on historically underserved communities in the area ,Promote projects with different or innovative design solutions  ","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Carrying out research projects jointly with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ,Signing a formal agreement with another organization  ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Other: Lack of trained personnel, lack of capacity/time to adequately train personnel","Adaptation Forum","Keeping History Above Water",NA,NA,NA,"5","5",NA,NA,NA,"Somewhat Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree",NA,NA,NA,"5","5",NA,NA,NA,"For most decisions, one group’s gain involves another group’s loss.","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,NA,NA,"The initiative lacks authority to produce binding decisions","There were no identifiable barriers",NA,NA,NA,"FEMA, National Park Service","Virginia Department of Historic Resources, Fort Monroe Authority","City of Norfolk, City of Hampton, City of Portsmouth, City of Suffolk","Wetlands Watch, Elizabeth River Project, Preservation Virginia, RISE",NA
"79","R_2ab4a2hksmzXVR6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","R_2VgXaCTyw5vD4li","A major aspect of my work for more than 5 years","city of hampton","local government","Senior Civil Engineer/Project Manager","Very Well Informed","Very Well Informed","Very Concerned","Very Concerned","Fairly High","Creation of a single platform of available scientific information,Update existing reports on Sea Level Rise for the whole Hampton Roads Area,Stakeholder agreement on the interpretation of scientific information","They have been felt for a while already","Coastlines ,Economic growth ,Property values  ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Focus attention on the impact of sea-level rise on historically underserved communities in the area ,Support local jurisdictions to respond to sea-level rise threats as they see fit ","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Training personnel from other organizations ,Preparing grant/funding proposals jointly with other organizations ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
